panel,method,m,kappa,n,seed,iter_outer,nfev,ngev,nhev,ntot,converged,gnorm_final,cpu_s
B,LBFGS-10,10,10000.0,100,15,1000,4718,4579,0,9297,False,1.21241e-05,0.415524
B,LBFGS-20,20,10000.0,100,15,1000,5323,5143,0,10466,False,7.6275e-06,0.648768
B,LBFGS-5,5,10000.0,100,16,1000,3217,3397,0,6614,False,1.83558e-05,0.260642
B,LBFGS-10,10,10000.0,100,16,1000,5589,5323,0,10912,False,1.18331e-05,0.457264
B,LBFGS-20,20,10000.0,100,16,1000,6229,5866,0,12095,False,1.55316e-05,0.679781
B,LBFGS-5,5,10000.0,100,17,1000,3114,3225,0,6339,False,1.58386e-05,0.247853
B,LBFGS-10,10,10000.0,100,17,1000,3466,3521,0,6987,False,1.02006e-05,0.386303
B,LBFGS-20,20,10000.0,100,17,1000,5933,5581,0,11514,False,1.11717e-05,0.691277
B,LBFGS-5,5,10000.0,100,18,1000,5025,4804,0,9829,False,1.7421e-05,0.309105
B,LBFGS-10,10,10000.0,100,18,1000,5499,5200,0,10699,False,1.73145e-05,0.455459
B,LBFGS-20,20,10000.0,100,18,1000,3552,3667,0,7219,False,9.2621e-06,0.61381
B,LBFGS-5,5,10000.0,100,19,1000,4506,4538,0,9044,False,1.4358e-05,0.301571
B,LBFGS-10,10,10000.0,100,19,1000,5753,5459,0,11212,False,2.17177e-05,0.564545
B,LBFGS-20,20,10000.0,100,19,1000,5883,5587,0,11470,False,1.41593e-05,1.479638
B,LBFGS-5,5,10000.0,500,0,1000,3470,3615,0,7085,False,1.55316e-05,0.794591
B,LBFGS-10,10,10000.0,500,0,1000,3464,3575,0,7039,False,1.12403e-05,0.906683
B,LBFGS-20,20,10000.0,500,0,1000,5051,4908,0,9959,False,1.51987e-05,1.516847
B,LBFGS-5,5,10000.0,500,1,1000,5185,4967,0,10152,False,1.24918e-05,1.108993
B,LBFGS-10,10,10000.0,500,1,1000,5480,5391,0,10871,False,1.59446e-05,1.244701
B,LBFGS-20,20,10000.0,500,1,1000,3266,3287,0,6553,False,1.12454e-05,1.108175
B,LBFGS-5,5,10000.0,500,2,1000,5319,5048,0,10367,False,1.91717e-05,1.087707
B,LBFGS-10,10,10000.0,500,2,1000,3515,3560,0,7075,False,8.62e-06,0.904648
B,LBFGS-20,20,10000.0,500,2,1000,5458,5239,0,10697,False,1.34012e-05,1.459814
B,LBFGS-5,5,10000.0,500,3,1000,5234,5095,0,10329,False,2.21368e-05,1.133242
B,LBFGS-10,10,10000.0,500,3,1000,3164,3178,0,6342,False,1.67703e-05,0.836525
B,LBFGS-20,20,10000.0,500,3,1000,5365,5089,0,10454,False,1.33923e-05,1.433854
B,LBFGS-5,5,10000.0,500,4,1000,5311,5084,0,10395,False,2.10535e-05,1.064247
B,LBFGS-10,10,10000.0,500,4,1000,5343,5103,0,10446,False,1.64145e-05,1.25295
B,LBFGS-20,20,10000.0,500,4,1000,3336,3414,0,6750,False,1.16089e-05,1.116267
B,LBFGS-5,5,10000.0,500,5,1000,3179,3202,0,6381,False,1.54613e-05,0.76292
B,LBFGS-10,10,10000.0,500,5,1000,3300,3350,0,6650,False,1.47108e-05,0.878227
B,LBFGS-20,20,10000.0,500,5,1000,5500,5234,0,10734,False,1.51066e-05,1.474132
B,LBFGS-5,5,10000.0,500,6,1000,5023,4810,0,9833,False,1.66941e-05,1.010435
B,LBFGS-10,10,10000.0,500,6,1000,5416,5270,0,10686,False,1.68458e-05,1.407579
B,LBFGS-20,20,10000.0,500,6,1000,5539,5230,0,10769,False,1.79319e-05,1.537342
B,LBFGS-5,5,10000.0,500,7,1000,4916,4819,0,9735,False,1.58008e-05,1.055691
B,LBFGS-10,10,10000.0,500,7,1000,4180,4174,0,8354,False,9.0524e-06,1.122504
B,LBFGS-20,20,10000.0,500,7,1000,3167,3303,0,6470,False,1.69515e-05,1.178131
B,LBFGS-5,5,10000.0,500,8,1000,5628,5453,0,11081,False,2.23939e-05,1.008172
B,LBFGS-10,10,10000.0,500,8,1000,5025,4813,0,9838,False,1.26257e-05,0.782438
B,LBFGS-20,20,10000.0,500,8,1000,5530,5328,0,10858,False,1.41676e-05,0.838526
B,LBFGS-5,5,10000.0,500,9,1000,5259,5107,0,10366,False,1.48222e-05,0.83036
B,LBFGS-10,10,10000.0,500,9,1000,3267,3348,0,6615,False,2.22207e-05,0.70225
B,LBFGS-20,20,10000.0,500,9,1000,3300,3349,0,6649,False,1.22212e-05,0.639572
B,LBFGS-5,5,10000.0,500,10,1000,3304,3379,0,6683,False,1.53778e-05,0.477208
B,LBFGS-10,10,10000.0,500,10,1000,3139,3198,0,6337,False,1.13075e-05,0.517124
B,LBFGS-20,20,10000.0,500,10,1000,5207,4925,0,10132,False,1.33378e-05,0.867691
B,LBFGS-5,5,10000.0,500,11,1000,5504,5253,0,10757,False,2.73396e-05,0.642091
B,LBFGS-10,10,10000.0,500,11,1000,5202,4949,0,10151,False,1.58012e-05,0.607385
B,LBFGS-20,20,10000.0,500,11,1000,3237,3285,0,6522,False,1.92636e-05,0.564801
B,LBFGS-5,5,10000.0,500,12,1000,5157,4921,0,10078,False,1.91766e-05,0.665038
B,LBFGS-10,10,10000.0,500,12,1000,5090,4872,0,9962,False,1.34578e-05,0.766133
B,LBFGS-20,20,10000.0,500,12,1000,4433,4319,0,8752,False,1.04783e-05,0.850777
B,LBFGS-5,5,10000.0,500,13,1000,3265,3348,0,6613,False,1.42217e-05,0.508327
B,LBFGS-10,10,10000.0,500,13,1000,5290,5024,0,10314,False,1.76021e-05,0.795229
B,LBFGS-20,20,10000.0,500,13,1000,4815,4614,0,9429,False,1.31546e-05,0.827196
B,LBFGS-5,5,10000.0,500,14,1000,5056,4861,0,9917,False,1.66609e-05,0.686066
B,LBFGS-10,10,10000.0,500,14,1000,5319,5085,0,10404,False,1.68886e-05,0.777038
B,LBFGS-20,20,10000.0,500,14,1000,5420,5135,0,10555,False,1.54074e-05,0.837199
B,LBFGS-5,5,10000.0,500,15,1000,3257,3342,0,6599,False,1.93103e-05,0.315639
B,LBFGS-10,10,10000.0,500,15,1000,3299,3352,0,6651,False,1.41932e-05,0.437846
B,LBFGS-20,20,10000.0,500,15,1000,5280,4986,0,10266,False,1.7358e-05,0.734493
B,LBFGS-5,5,10000.0,500,16,1000,3222,3303,0,6525,False,1.45042e-05,0.405696
B,LBFGS-10,10,10000.0,500,16,1000,3328,3405,0,6733,False,9.4749e-06,0.457428
B,LBFGS-20,20,10000.0,500,16,1000,5410,5129,0,10539,False,1.5202e-05,0.918831
B,LBFGS-5,5,10000.0,500,17,1000,4504,4403,0,8907,False,1.14874e-05,0.764441
B,LBFGS-10,10,10000.0,500,17,1000,3072,3095,0,6167,False,1.64001e-05,0.505708
B,LBFGS-20,20,10000.0,500,17,1000,3312,3447,0,6759,False,1.55216e-05,0.638338
B,LBFGS-5,5,10000.0,500,18,1000,5320,5086,0,10406,False,1.56037e-05,0.818492
B,LBFGS-10,10,10000.0,500,18,1000,5138,4940,0,10078,False,1.34147e-05,0.811686
B,LBFGS-20,20,10000.0,500,18,1000,3314,3368,0,6682,False,1.29012e-05,0.6316
B,LBFGS-5,5,10000.0,500,19,1000,5327,5231,0,10558,False,1.93449e-05,0.674438
B,LBFGS-10,10,10000.0,500,19,1000,5386,5099,0,10485,False,1.43492e-05,0.57427
B,LBFGS-20,20,10000.0,500,19,1000,3105,3118,0,6223,False,1.22765e-05,0.565501
B,LBFGS-5,5,10000.0,1000,0,1000,5150,4985,0,10135,False,1.73217e-05,3.706991
B,LBFGS-10,10,10000.0,1000,0,1000,3385,3528,0,6913,False,1.04437e-05,2.340819
B,LBFGS-20,20,10000.0,1000,0,1000,5287,5060,0,10347,False,1.42247e-05,3.739783
B,LBFGS-5,5,10000.0,1000,1,1000,5102,5002,0,10104,False,1.3389e-05,3.265081
B,LBFGS-10,10,10000.0,1000,1,1000,5259,4964,0,10223,False,1.895e-05,3.519099
B,LBFGS-20,20,10000.0,1000,1,1000,3385,3401,0,6786,False,1.44679e-05,2.385177
B,LBFGS-5,5,10000.0,1000,2,1000,5131,4926,0,10057,False,1.65587e-05,3.643972
B,LBFGS-10,10,10000.0,1000,2,1000,3389,3440,0,6829,False,8.729e-06,2.601645
B,LBFGS-20,20,10000.0,1000,2,1000,3215,3326,0,6541,False,1.33476e-05,2.553628
B,LBFGS-5,5,10000.0,1000,3,1000,4953,4807,0,9760,False,1.45879e-05,3.931118
B,LBFGS-10,10,10000.0,1000,3,1000,5395,5140,0,10535,False,1.70215e-05,3.58223
B,LBFGS-20,20,10000.0,1000,3,1000,4238,4182,0,8420,False,1.1533e-05,3.02568
B,LBFGS-5,5,10000.0,1000,4,1000,4767,4701,0,9468,False,1.59907e-05,3.111725
B,LBFGS-10,10,10000.0,1000,4,1000,5352,5037,0,10389,False,1.76521e-05,4.504568
B,LBFGS-20,20,10000.0,1000,4,1000,3122,3143,0,6265,False,1.22476e-05,2.514283
B,LBFGS-5,5,10000.0,1000,5,1000,5623,5554,0,11177,False,2.47906e-05,3.693507
B,LBFGS-10,10,10000.0,1000,5,1000,5294,4988,0,10282,False,1.43423e-05,3.480863
B,LBFGS-20,20,10000.0,1000,5,1000,3512,3558,0,7070,False,7.4832e-06,2.537639
B,LBFGS-5,5,10000.0,1000,6,1000,3436,3546,0,6982,False,9.7034e-06,2.480007
B,LBFGS-10,10,10000.0,1000,6,1000,3154,3176,0,6330,False,1.32662e-05,2.174839
B,LBFGS-20,20,10000.0,1000,6,1000,3722,3688,0,7410,False,1.00317e-05,2.575833
B,LBFGS-5,5,10000.0,1000,7,1000,4507,4384,0,8891,False,1.14383e-05,2.985925
B,LBFGS-10,10,10000.0,1000,7,1000,5432,5148,0,10580,False,2.08409e-05,3.714822
B,LBFGS-20,20,10000.0,1000,7,1000,3355,3434,0,6789,False,1.04556e-05,3.238293
B,LBFGS-5,5,10000.0,1000,8,1000,5171,5063,0,10234,False,1.40282e-05,4.341691
B,LBFGS-10,10,10000.0,1000,8,1000,4717,4593,0,9310,False,1.23512e-05,3.029396
B,LBFGS-20,20,10000.0,1000,8,1000,5352,5075,0,10427,False,1.85962e-05,3.671773
B,LBFGS-5,5,10000.0,1000,9,1000,3107,3185,0,6292,False,1.17155e-05,2.183244
B,LBFGS-10,10,10000.0,1000,9,1000,3480,3534,0,7014,False,7.2731e-06,3.309434
B,LBFGS-20,20,10000.0,1000,9,1000,3177,3220,0,6397,False,1.42172e-05,2.394757
B,LBFGS-5,5,10000.0,1000,10,1000,3519,3636,0,7155,False,9.0091e-06,2.24434
B,LBFGS-10,10,10000.0,1000,10,1000,5305,5047,0,10352,False,1.45913e-05,3.479434
B,LBFGS-20,20,10000.0,1000,10,1000,3363,3436,0,6799,False,1.60832e-05,2.65799
B,LBFGS-5,5,10000.0,1000,11,1000,5554,5426,0,10980,False,2.2881e-05,4.557131
B,LBFGS-10,10,10000.0,1000,11,1000,3250,3328,0,6578,False,1.32724e-05,2.386232
B,LBFGS-20,20,10000.0,1000,11,1000,5491,5161,0,10652,False,2.20152e-05,3.923778
B,LBFGS-5,5,10000.0,1000,12,1000,5123,4921,0,10044,False,1.78267e-05,3.356517
B,LBFGS-10,10,10000.0,1000,12,1000,3309,3335,0,6644,False,1.13374e-05,2.268271
B,LBFGS-20,20,10000.0,1000,12,1000,5184,4895,0,10079,False,1.44532e-05,3.808908
B,LBFGS-5,5,10000.0,1000,13,1000,5238,5112,0,10350,False,1.85396e-05,3.440321
B,LBFGS-10,10,10000.0,1000,13,1000,4883,4646,0,9529,False,1.64813e-05,3.173488
B,LBFGS-20,20,10000.0,1000,13,1000,5313,5013,0,10326,False,1.97971e-05,3.918172
B,LBFGS-5,5,10000.0,1000,14,1000,4725,4636,0,9361,False,1.22212e-05,3.669912
B,LBFGS-10,10,10000.0,1000,14,1000,3019,3036,0,6055,False,1.91471e-05,2.606377
B,LBFGS-20,20,10000.0,1000,14,1000,4963,4719,0,9682,False,1.66745e-05,3.542158
B,LBFGS-5,5,10000.0,1000,15,1000,5013,4798,0,9811,False,1.54213e-05,3.268738
B,LBFGS-10,10,10000.0,1000,15,1000,5286,4979,0,10265,False,1.55313e-05,5.041909
B,LBFGS-20,20,10000.0,1000,15,1000,5277,4979,0,10256,False,1.82027e-05,4.64905
B,LBFGS-5,5,10000.0,1000,16,1000,5181,4933,0,10114,False,1.88279e-05,3.364729
B,LBFGS-10,10,10000.0,1000,16,1000,5250,5066,0,10316,False,1.46581e-05,4.401975
B,LBFGS-20,20,10000.0,1000,16,1000,3198,3217,0,6415,False,1.18352e-05,2.758777
B,LBFGS-5,5,10000.0,1000,17,1000,5008,4930,0,9938,False,1.45044e-05,3.462655
B,LBFGS-10,10,10000.0,1000,17,1000,3524,3597,0,7121,False,1.16935e-05,2.633244
B,LBFGS-20,20,10000.0,1000,17,1000,5514,5272,0,10786,False,1.60278e-05,3.995872
B,LBFGS-5,5,10000.0,1000,18,1000,3211,3265,0,6476,False,1.17077e-05,2.205558
B,LBFGS-10,10,10000.0,1000,18,1000,3052,3104,0,6156,False,1.20063e-05,2.198814
B,LBFGS-20,20,10000.0,1000,18,1000,5190,4938,0,10128,False,1.36674e-05,3.84902
B,LBFGS-5,5,10000.0,1000,19,1000,5149,4878,0,10027,False,1.49298e-05,3.431188
B,LBFGS-10,10,10000.0,1000,19,1000,4570,4396,0,8966,False,1.11611e-05,3.042346
B,LBFGS-20,20,10000.0,1000,19,1000,3204,3281,0,6485,False,1.1584e-05,2.52331
